src_ip,dest_ip,proto,src_port,dest_port,alert.severity
1.0,1.0,1.0,0.5700550503733918,1.0,0.0
1.0,1.0,1.0,0.43213776394277215,1.0,0.0
1.0,1.0,1.0,0.49352123042951557,1.0,0.0
1.0,1.0,1.0,0.9873184794442825,1.0,0.0
1.0,1.0,1.0,0.9424807937067763,1.0,0.0
1.0,1.0,1.0,0.4635118764663487,1.0,0.0
1.0,1.0,1.0,0.5703464033244905,1.0,0.0
1.0,1.0,1.0,0.2710655850827289,1.0,0.0
1.0,1.0,1.0,0.7295017864536212,1.0,0.0
1.0,1.0,1.0,0.2707895664974775,1.0,0.0
1.0,1.0,1.0,0.8930274638492325,1.0,0.0
1.0,1.0,1.0,0.7945501663778695,1.0,0.0
1.0,1.0,1.0,0.3625044086301811,1.0,0.0
1.0,1.0,1.0,0.28931348044101635,1.0,0.0
1.0,1.0,1.0,0.5420084952386794,1.0,0.0
1.0,1.0,1.0,0.45670341803014736,1.0,0.0
1.0,1.0,1.0,0.5917378436814745,1.0,0.0
1.0,1.0,1.0,0.5460260990906721,1.0,0.0
1.0,1.0,1.0,0.9352276386610032,1.0,0.0
1.0,1.0,1.0,0.5004523637924954,1.0,0.0
1.0,1.0,1.0,0.7538220906874397,1.0,0.0
1.0,1.0,1.0,0.9704353426464049,1.0,0.0
1.0,1.0,1.0,0.9605906797724381,1.0,0.0
1.0,1.0,1.0,0.3070860104580375,1.0,0.0
1.0,1.0,1.0,0.3672427276769969,1.0,0.0
1.0,1.0,1.0,0.8418566850167911,1.0,0.0
1.0,1.0,1.0,0.9780718568383604,1.0,0.0
1.0,1.0,1.0,0.7796144940425989,1.0,0.0
1.0,1.0,1.0,0.6480609694386089,1.0,0.0
1.0,1.0,1.0,0.9070890773312069,1.0,0.0
1.0,1.0,1.0,0.818824467514146,1.0,0.0
1.0,1.0,1.0,0.8486038059896033,1.0,0.0
1.0,1.0,1.0,0.7431800407894131,1.0,0.0
1.0,1.0,1.0,0.7400824988882585,1.0,0.0
1.0,1.0,1.0,0.7794764847499732,1.0,0.0
1.0,1.0,1.0,0.7910999340622269,1.0,0.0
1.0,1.0,1.0,0.9948629874411544,1.0,0.0
1.0,1.0,1.0,0.6423259166117186,1.0,0.0
1.0,1.0,1.0,0.9639029027954549,1.0,0.0
1.0,1.0,1.0,0.751291920322635,1.0,0.0
1.0,1.0,1.0,0.7366169322067686,1.0,0.0
1.0,1.0,1.0,0.5825218898072471,1.0,0.0
1.0,1.0,1.0,0.4860227255301857,1.0,0.0
1.0,1.0,1.0,0.669559750356524,1.0,0.0
1.0,1.0,1.0,0.8660083112262892,1.0,0.0
1.0,1.0,1.0,0.46380322941744745,1.0,0.0
1.0,1.0,1.0,0.7746461595080736,1.0,0.0
1.0,1.0,1.0,0.7398831521322435,1.0,0.0
1.0,1.0,1.0,0.41652737951022034,1.0,0.0
1.0,1.0,1.0,0.9510680385812644,1.0,0.0
1.0,1.0,1.0,0.6101850857957769,1.0,0.0
1.0,1.0,1.0,0.43572600555104046,1.0,0.0
1.0,1.0,1.0,0.614478708233021,1.0,0.0
1.0,1.0,1.0,0.3581954518270897,1.0,0.0
1.0,1.0,1.0,0.9190805514237959,1.0,0.0
1.0,1.0,1.0,0.7009338628801006,1.0,0.0
1.0,1.0,1.0,0.6132979620627789,1.0,0.0
1.0,1.0,1.0,0.4540505727385644,1.0,0.0
1.0,1.0,1.0,0.4383481821109288,1.0,0.0
1.0,1.0,1.0,0.7285817245027831,1.0,0.0
1.0,1.0,1.0,0.7758575744100102,1.0,0.0
1.0,1.0,1.0,0.9690705840859951,1.0,0.0
1.0,1.0,1.0,0.7679143729011086,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.3864566880836643,1.0,0.0
1.0,1.0,1.0,0.7327373376474016,1.0,0.0
1.0,1.0,1.0,0.6930213301028936,1.0,0.0
1.0,1.0,1.0,0.9194025731065891,1.0,0.0
1.0,1.0,1.0,0.9372977780503887,1.0,0.0
1.0,1.0,1.0,0.8121540183705703,1.0,0.0
1.0,1.0,1.0,0.3296121938877218,1.0,0.0
1.0,1.0,1.0,0.2894668240994894,1.0,0.0
1.0,1.0,1.0,0.43554199316087283,1.0,0.0
1.0,1.0,1.0,0.71672825970282,1.0,0.0
1.0,1.0,1.0,0.7117292564366,1.0,0.0
1.0,1.0,1.0,0.5332985754374128,1.0,0.0
1.0,1.0,1.0,0.9537975557020839,1.0,0.0
1.0,1.0,1.0,0.33615996810451904,1.0,0.0
1.0,1.0,1.0,0.6302271019581985,1.0,0.0
1.0,1.0,1.0,0.3197521966479076,1.0,0.0
1.0,1.0,1.0,0.5476362075046386,1.0,0.0
1.0,1.0,1.0,0.27354975234999157,1.0,0.0
1.0,1.0,1.0,0.2508242221642924,1.0,0.0
1.0,1.0,1.0,0.4330578258936102,1.0,0.0
1.0,1.0,1.0,0.710855197583304,1.0,0.0
1.0,1.0,1.0,0.6113965006977137,1.0,0.0
1.0,1.0,1.0,0.7952248784751507,1.0,0.0
1.0,1.0,1.0,0.7735267508012206,1.0,0.0
1.0,1.0,1.0,0.9284038458589545,1.0,0.0
1.0,1.0,1.0,0.9870117921273366,1.0,0.0
1.0,1.0,1.0,0.9155689816447641,1.0,0.0
1.0,1.0,1.0,0.30627328906813056,1.0,0.0
1.0,1.0,1.0,0.35270574885375616,1.0,0.0
1.0,1.0,1.0,0.32841611335163234,1.0,0.0
1.0,1.0,1.0,0.6725346173309003,1.0,0.0
1.0,1.0,1.0,0.42414855933632867,1.0,0.0
1.0,1.0,1.0,0.3793108735988223,1.0,0.0
1.0,1.0,1.0,0.3583487954855627,1.0,0.0
1.0,1.0,1.0,0.7921733396715379,1.0,0.0
1.0,1.0,1.0,0.9501939797279684,1.0,0.0
1.0,1.0,1.0,0.7783110729455783,1.0,0.0
1.0,1.0,1.0,0.9639642402588441,1.0,0.0
1.0,1.0,1.0,0.8459662950638677,1.0,0.0
1.0,1.0,1.0,0.9705273488414886,1.0,0.0
1.0,1.0,1.0,0.9526168095318418,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.4028491251744284,1.0,0.0
1.0,1.0,1.0,0.8944995629705733,1.0,0.0
1.0,1.0,1.0,0.9356876696364221,1.0,0.0
1.0,1.0,1.0,0.6795884256206585,1.0,0.0
1.0,1.0,1.0,0.7499424961280726,1.0,0.0
1.0,1.0,1.0,0.4537898885191603,1.0,0.0
1.0,1.0,1.0,0.5090702773986782,1.0,0.0
1.0,1.0,1.0,0.34407250088172603,1.0,0.0
1.0,1.0,1.0,0.8337908085811111,1.0,0.0
1.0,1.0,1.0,0.656387530093693,1.0,0.0
1.0,1.0,1.0,0.7301151610875132,1.0,0.0
1.0,1.0,1.0,0.4700289819514514,1.0,0.0
1.0,1.0,1.0,0.809179151396194,1.0,0.0
1.0,1.0,1.0,0.4426111358164783,1.0,0.0
1.0,1.0,1.0,0.9444435925352307,1.0,0.0
1.0,1.0,1.0,0.9918114486375416,1.0,0.0
1.0,1.0,1.0,0.8573290601567172,1.0,0.0
1.0,1.0,1.0,0.8728781071258798,1.0,0.0
1.0,1.0,1.0,0.9638108966003711,1.0,0.0
1.0,1.0,1.0,0.3502829190498827,1.0,0.0
1.0,1.0,1.0,0.5742566666155521,1.0,0.0
1.0,1.0,1.0,0.28908346495330683,1.0,0.0
1.0,1.0,1.0,0.33793875454280586,1.0,0.0
1.0,1.0,1.0,0.32353978501219083,1.0,0.0
1.0,1.0,1.0,0.8336221305567908,1.0,0.0
1.0,1.0,1.0,0.457194117737261,1.0,0.0
1.0,1.0,1.0,0.6390443623203962,1.0,0.0
1.0,1.0,1.0,0.8253415729992486,1.0,0.0
1.0,1.0,1.0,0.7161915568981645,1.0,0.0
1.0,1.0,1.0,0.8746108904666248,1.0,0.0
1.0,1.0,1.0,0.9234968487878183,1.0,0.0
1.0,1.0,1.0,0.8873384141198841,1.0,0.0
1.0,1.0,1.0,0.5459034241638937,1.0,0.0
1.0,1.0,1.0,0.5724472114455706,1.0,0.0
1.0,1.0,1.0,0.6668915706990938,1.0,0.0
1.0,1.0,1.0,0.5366568015579716,1.0,0.0
1.0,1.0,1.0,0.6055081042123504,1.0,0.0
1.0,1.0,1.0,0.45464861300660914,1.0,0.0
1.0,1.0,1.0,0.6203824390842316,1.0,0.0
1.0,1.0,1.0,0.9373591155137779,1.0,0.0
1.0,1.0,1.0,0.38602732583993987,1.0,0.0
1.0,1.0,1.0,0.957477803505436,1.0,0.0
1.0,1.0,1.0,0.2781193933724871,1.0,0.0
1.0,1.0,1.0,0.5300170211460905,1.0,0.0
1.0,1.0,1.0,0.5629092358885498,1.0,0.0
1.0,1.0,1.0,0.45236379249536135,1.0,0.0
