src_ip,dest_ip,proto,src_port,dest_port,alert.severity,anomaly_score,prediction
0.9999999981437092,1.0,1.0,0.7399486740804107,0.0513058693914583,0.0,0.08598033759066326,1
0.9999999987624728,0.2700643730437013,1.0,0.5437797873640474,0.0095698947959646,0.0,-0.21994651603049276,-1
0.9999999981437092,1.0,1.0,0.9399822803372846,0.0513058693914583,0.0,0.056947579890701816,1
0.9999999981437092,1.0,1.0,0.3198857387266284,0.0513058693914583,0.0,0.05372770818797712,1
0.9999999981437092,1.0,1.0,0.8555083710130759,0.0513058693914583,0.0,0.07703098493113164,1
0.9999999981437092,1.0,1.0,0.7531162165464989,0.0513058693914583,0.0,0.09625697189949944,1
0.9999999981437092,1.0,1.0,0.4482921911279481,0.0513058693914583,0.0,0.07941745609411616,1
0.9999999981437092,1.0,1.0,0.2587070756446291,0.0513058693914583,0.0,0.0323315960687417,1
0.9999999981437092,1.0,1.0,0.3753818892826592,0.0513058693914583,0.0,0.06329753403185218,1
0.9999999981437092,1.0,1.0,0.7756476842233899,0.0513058693914583,0.0,0.09375332450272345,1
0.0,0.0,0.0,0.0,0.0,0.0,-0.31706540340274547,-1
0.0,0.0,0.0,0.0,0.0,0.0,-0.31706540340274547,-1
0.0,0.0,0.0,0.0,0.0,0.0,-0.31706540340274547,-1
0.0,0.0,0.0,0.0,0.0,0.0,-0.31706540340274547,-1
0.9999999981437092,1.0,1.0,0.5333312965904925,0.0513058693914583,0.0,0.0953718233656986,1
1.0,0.9999999981437092,1.0,0.0362794818526212,0.5862694692272796,0.0,-0.22965031145972836,-1
0.9999999981437092,1.0,1.0,1.0,0.0513058693914583,0.0,-0.04365925274498328,-1
0.9999999981437092,1.0,1.0,0.5681290480263962,0.0513058693914583,0.0,0.07873838084671858,1
0.9999999981437092,1.0,1.0,0.9942869363314188,0.0513058693914583,0.0,-0.002333051983794965,-1
0.9999999981437092,1.0,1.0,0.5277098863497495,0.0513058693914583,0.0,0.08809415417746241,1
0.9999999981437092,1.0,1.0,0.6203103996089454,0.0513058693914583,0.0,0.08323055148857916,1
0.9999999981437092,1.0,1.0,0.6896767689111573,0.0513058693914583,0.0,0.07369914083666562,1
1.0,0.9999999981437092,1.0,0.0362794818526212,0.9383897517876044,0.0,-0.28130102884292585,-1
0.9999999981437092,1.0,1.0,0.7964530123426616,0.0513058693914583,0.0,0.07998312693757381,1
0.9999999981437092,1.0,1.0,0.6297812538188928,0.0513058693914583,0.0,0.08532848834445605,1
0.9999999981437092,1.0,1.0,0.8843639252108029,0.0513058693914583,0.0,0.08238945179544288,1
0.9999999981437092,1.0,1.0,0.993798118049615,0.0513058693914583,0.0,0.0009998794216263818,1
0.9999999981437092,1.0,1.0,0.9961200048881828,0.0513058693914583,0.0,-0.006307638622501277,-1
